ip,latitude,longitude,label
54.176.56.186,37.33939,-121.89496,solar
54.177.109.84,37.33939,-121.89496,solar
54.177.140.210,37.33939,-121.89496,solar
54.177.24.252,37.33939,-121.89496,solar
54.183.137.13,37.33939,-121.89496,solar
54.183.143.17,37.33939,-121.89496,solar
54.183.165.115,37.33939,-121.89496,solar
54.183.207.222,37.33939,-121.89496,solar
54.193.151.58,37.33939,-121.89496,solar
54.193.156.21,37.33939,-121.89496,solar
54.193.165.254,37.33939,-121.89496,solar
54.193.244.194,37.33939,-121.89496,solar
54.193.99.235,37.33939,-121.89496,solar
54.215.150.4,37.33939,-121.89496,solar
54.215.206.218,37.33939,-121.89496,solar
54.219.110.245,37.33939,-121.89496,solar
54.219.178.48,37.33939,-121.89496,solar
54.219.183.44,37.33939,-121.89496,solar
54.219.193.9,37.33939,-121.89496,solar
54.219.87.224,37.33939,-121.89496,solar
54.241.238.195,37.33939,-121.89496,solar
54.241.65.91,37.33939,-121.89496,solar
54.241.86.204,37.33939,-121.89496,solar
54.241.93.229,37.33939,-121.89496,solar
54.241.97.223,37.33939,-121.89496,solar
54.67.123.129,37.33939,-121.89496,solar
54.67.38.225,37.33939,-121.89496,solar
54.67.73.113,37.33939,-121.89496,solar
63.42.11.222,37.36883,-122.03635,solar
63.42.11.223,37.36883,-122.03635,solar
63.42.11.225,37.36883,-122.03635,solar
63.42.11.228,37.36883,-122.03635,solar
63.42.111.46,37.36883,-122.03635,solar
63.42.116.171,37.36883,-122.03635,solar
63.42.116.172,37.36883,-122.03635,solar
63.42.119.100,37.36883,-122.03635,solar
63.42.119.102,37.36883,-122.03635,solar
63.42.126.169,37.36883,-122.03635,solar
63.42.13.117,37.36883,-122.03635,solar
63.42.13.45,37.36883,-122.03635,solar
63.42.13.46,37.36883,-122.03635,solar
63.42.13.61,37.36883,-122.03635,solar
63.42.13.62,37.36883,-122.03635,solar
63.42.13.63,37.36883,-122.03635,solar
63.42.13.64,37.36883,-122.03635,solar
63.42.13.65,37.36883,-122.03635,solar
63.42.13.66,37.36883,-122.03635,solar
63.42.13.67,37.36883,-122.03635,solar
63.42.131.25,37.36883,-122.03635,solar
63.42.132.215,37.36883,-122.03635,solar
63.42.132.216,37.36883,-122.03635,solar
63.42.135.122,37.36883,-122.03635,solar
63.42.135.253,37.36883,-122.03635,solar
63.42.138.179,37.36883,-122.03635,solar
63.42.143.187,37.36883,-122.03635,solar
63.42.143.188,37.36883,-122.03635,solar
63.42.144.119,37.36883,-122.03635,solar
63.42.144.123,37.36883,-122.03635,solar
63.42.144.124,37.36883,-122.03635,solar
63.42.144.125,37.36883,-122.03635,solar
63.42.144.126,37.36883,-122.03635,solar
63.42.144.128,37.36883,-122.03635,solar
63.42.144.129,37.36883,-122.03635,solar
63.42.144.141,37.36883,-122.03635,solar
63.42.144.142,37.36883,-122.03635,solar
63.42.144.149,37.36883,-122.03635,solar
63.42.144.150,37.36883,-122.03635,solar
63.42.144.151,37.36883,-122.03635,solar
63.42.144.152,37.36883,-122.03635,solar
63.42.144.154,37.36883,-122.03635,solar
63.42.145.155,37.36883,-122.03635,solar
63.42.154.99,37.36883,-122.03635,solar
63.42.155.93,37.36883,-122.03635,solar
63.42.162.164,37.36883,-122.03635,solar
63.42.162.213,37.36883,-122.03635,solar
63.42.163.161,37.36883,-122.03635,solar
63.42.181.79,37.36883,-122.03635,solar
63.42.20.65,37.36883,-122.03635,solar
63.42.212.79,37.36883,-122.03635,solar
63.42.212.80,37.36883,-122.03635,solar
63.42.212.99,37.36883,-122.03635,solar
63.42.218.111,37.36883,-122.03635,solar
63.42.218.112,37.36883,-122.03635,solar
63.42.218.116,37.36883,-122.03635,solar
63.42.218.121,37.36883,-122.03635,solar
63.42.218.127,37.36883,-122.03635,solar
63.42.218.128,37.36883,-122.03635,solar
63.42.218.136,37.36883,-122.03635,solar
63.42.218.139,37.36883,-122.03635,solar
63.42.218.143,37.36883,-122.03635,solar
63.42.218.146,37.36883,-122.03635,solar
63.42.218.148,37.36883,-122.03635,solar
63.42.218.149,37.36883,-122.03635,solar
63.42.218.150,37.36883,-122.03635,solar
63.42.218.154,37.36883,-122.03635,solar
63.42.218.155,37.36883,-122.03635,solar
63.42.218.156,37.36883,-122.03635,solar
63.42.218.167,37.36883,-122.03635,solar
63.42.218.170,37.36883,-122.03635,solar
63.42.218.171,37.36883,-122.03635,solar
63.42.218.174,37.36883,-122.03635,solar
63.42.218.175,37.36883,-122.03635,solar
63.42.218.176,37.36883,-122.03635,solar
63.42.218.180,37.36883,-122.03635,solar
63.42.218.182,37.36883,-122.03635,solar
63.42.218.183,37.36883,-122.03635,solar
63.42.218.187,37.36883,-122.03635,solar
63.42.218.188,37.36883,-122.03635,solar
63.42.218.189,37.36883,-122.03635,solar
63.42.218.191,37.36883,-122.03635,solar
63.42.218.192,37.36883,-122.03635,solar
63.42.218.212,37.36883,-122.03635,solar
63.42.218.224,37.36883,-122.03635,solar
63.42.218.225,37.36883,-122.03635,solar
63.42.218.226,37.36883,-122.03635,solar
63.42.218.228,37.36883,-122.03635,solar
63.42.218.230,37.36883,-122.03635,solar
63.42.218.239,37.36883,-122.03635,solar
63.42.218.241,37.36883,-122.03635,solar
63.42.218.244,37.36883,-122.03635,solar
63.42.218.245,37.36883,-122.03635,solar
63.42.218.246,37.36883,-122.03635,solar
63.42.218.253,37.36883,-122.03635,solar
63.42.218.254,37.36883,-122.03635,solar
63.42.218.87,37.36883,-122.03635,solar
63.42.218.88,37.36883,-122.03635,solar
63.42.218.89,37.36883,-122.03635,solar
63.42.218.90,37.36883,-122.03635,solar
63.42.218.92,37.36883,-122.03635,solar
63.42.218.94,37.36883,-122.03635,solar
63.42.218.95,37.36883,-122.03635,solar
63.42.218.96,37.36883,-122.03635,solar
63.42.218.97,37.36883,-122.03635,solar
63.42.218.99,37.36883,-122.03635,solar
63.42.223.198,37.36883,-122.03635,solar
63.42.223.202,37.36883,-122.03635,solar
63.42.224.22,37.36883,-122.03635,solar
63.42.227.39,37.36883,-122.03635,solar
63.42.227.42,37.36883,-122.03635,solar
63.42.227.44,37.36883,-122.03635,solar
63.42.227.48,37.36883,-122.03635,solar
63.42.227.49,37.36883,-122.03635,solar
63.42.227.50,37.36883,-122.03635,solar
63.42.228.47,37.36883,-122.03635,solar
63.42.231.20,37.36883,-122.03635,solar
63.42.234.118,37.36883,-122.03635,solar
63.42.252.48,37.36883,-122.03635,solar
63.42.252.49,37.36883,-122.03635,solar
63.42.252.50,37.36883,-122.03635,solar
63.42.252.52,37.36883,-122.03635,solar
63.42.252.53,37.36883,-122.03635,solar
63.42.254.149,37.36883,-122.03635,solar
63.42.28.237,37.36883,-122.03635,solar
63.42.3.74,37.36883,-122.03635,solar
63.42.37.221,37.36883,-122.03635,solar
63.42.40.7,37.36883,-122.03635,solar
63.42.40.8,37.36883,-122.03635,solar
63.42.40.9,37.36883,-122.03635,solar
63.42.53.12,37.36883,-122.03635,solar
63.42.53.13,37.36883,-122.03635,solar
63.42.53.27,37.36883,-122.03635,solar
63.42.53.28,37.36883,-122.03635,solar
63.42.54.93,37.36883,-122.03635,solar
63.42.55.102,37.36883,-122.03635,solar
63.42.55.99,37.36883,-122.03635,solar
63.42.6.125,37.36883,-122.03635,solar
63.42.64.238,37.36883,-122.03635,solar
63.42.72.238,37.36883,-122.03635,solar
63.42.72.243,37.36883,-122.03635,solar
63.42.72.246,37.36883,-122.03635,solar
63.42.72.250,37.36883,-122.03635,solar
63.42.79.202,37.36883,-122.03635,solar
63.42.79.206,37.36883,-122.03635,solar
63.42.79.207,37.36883,-122.03635,solar
63.42.79.209,37.36883,-122.03635,solar
63.42.79.212,37.36883,-122.03635,solar
63.42.84.235,37.36883,-122.03635,solar
63.42.92.206,37.36883,-122.03635,solar
63.42.92.31,37.36883,-122.03635,solar
63.42.92.32,37.36883,-122.03635,solar
63.42.92.33,37.36883,-122.03635,solar
63.42.92.36,37.36883,-122.03635,solar
63.42.92.37,37.36883,-122.03635,solar
63.42.96.100,37.36883,-122.03635,solar
63.42.96.101,37.36883,-122.03635,solar
63.42.96.103,37.36883,-122.03635,solar
63.42.96.105,37.36883,-122.03635,solar
63.42.96.107,37.36883,-122.03635,solar
63.42.96.118,37.36883,-122.03635,solar
63.42.96.122,37.36883,-122.03635,solar
63.42.96.124,37.36883,-122.03635,solar
63.42.96.125,37.36883,-122.03635,solar
63.42.96.131,37.36883,-122.03635,solar
63.42.96.132,37.36883,-122.03635,solar
63.42.96.136,37.36883,-122.03635,solar
63.42.96.138,37.36883,-122.03635,solar
63.42.96.139,37.36883,-122.03635,solar
63.42.96.141,37.36883,-122.03635,solar
63.42.96.144,37.36883,-122.03635,solar
63.42.96.146,37.36883,-122.03635,solar
63.42.96.150,37.36883,-122.03635,solar
63.42.96.154,37.36883,-122.03635,solar
63.42.96.155,37.36883,-122.03635,solar
63.42.96.161,37.36883,-122.03635,solar
63.42.96.165,37.36883,-122.03635,solar
63.42.96.166,37.36883,-122.03635,solar
63.42.96.196,37.36883,-122.03635,solar
63.42.96.197,37.36883,-122.03635,solar
63.42.96.199,37.36883,-122.03635,solar
63.42.96.201,37.36883,-122.03635,solar
63.42.96.204,37.36883,-122.03635,solar
63.42.96.210,37.36883,-122.03635,solar
63.42.96.213,37.36883,-122.03635,solar
63.42.96.216,37.36883,-122.03635,solar
63.42.96.217,37.36883,-122.03635,solar
63.42.96.63,37.36883,-122.03635,solar
63.42.96.65,37.36883,-122.03635,solar
63.42.96.66,37.36883,-122.03635,solar
63.42.96.67,37.36883,-122.03635,solar
63.42.96.68,37.36883,-122.03635,solar
63.42.96.77,37.36883,-122.03635,solar
63.42.96.78,37.36883,-122.03635,solar
63.42.96.81,37.36883,-122.03635,solar
63.42.96.84,37.36883,-122.03635,solar
63.42.96.88,37.36883,-122.03635,solar
63.42.96.93,37.36883,-122.03635,solar
63.42.96.96,37.36883,-122.03635,solar
63.42.96.97,37.36883,-122.03635,solar
63.42.97.3,37.36883,-122.03635,solar
63.46.144.46,37.36883,-122.03635,solar
63.46.145.10,37.36883,-122.03635,solar
63.46.154.157,37.36883,-122.03635,solar
63.46.154.159,37.36883,-122.03635,solar
63.46.158.202,37.36883,-122.03635,solar
63.46.166.72,37.36883,-122.03635,solar
63.46.170.126,37.36883,-122.03635,solar
63.46.170.127,37.36883,-122.03635,solar
63.46.170.129,37.36883,-122.03635,solar
63.46.170.131,37.36883,-122.03635,solar
63.46.170.132,37.36883,-122.03635,solar
63.46.170.134,37.36883,-122.03635,solar
63.46.170.175,37.36883,-122.03635,solar
63.46.170.177,37.36883,-122.03635,solar
63.46.183.118,37.36883,-122.03635,solar
63.46.183.123,37.36883,-122.03635,solar
63.46.183.124,37.36883,-122.03635,solar
63.46.183.126,37.36883,-122.03635,solar
63.46.183.128,37.36883,-122.03635,solar
63.46.183.133,37.36883,-122.03635,solar
63.46.183.137,37.36883,-122.03635,solar
63.46.183.149,37.36883,-122.03635,solar
63.46.183.150,37.36883,-122.03635,solar
63.46.183.153,37.36883,-122.03635,solar
63.46.183.154,37.36883,-122.03635,solar
63.46.183.155,37.36883,-122.03635,solar
63.46.183.163,37.36883,-122.03635,solar
63.46.183.168,37.36883,-122.03635,solar
63.46.183.170,37.36883,-122.03635,solar
63.46.183.171,37.36883,-122.03635,solar
63.46.183.173,37.36883,-122.03635,solar
63.46.183.179,37.36883,-122.03635,solar
63.46.183.181,37.36883,-122.03635,solar
63.46.183.182,37.36883,-122.03635,solar
63.46.183.187,37.36883,-122.03635,solar
63.46.183.196,37.36883,-122.03635,solar
63.46.183.198,37.36883,-122.03635,solar
63.46.183.199,37.36883,-122.03635,solar
63.46.183.200,37.36883,-122.03635,solar
63.46.183.202,37.36883,-122.03635,solar
63.46.183.207,37.36883,-122.03635,solar
63.46.183.209,37.36883,-122.03635,solar
63.46.183.216,37.36883,-122.03635,solar
63.46.183.218,37.36883,-122.03635,solar
63.46.183.221,37.36883,-122.03635,solar
63.46.183.224,37.36883,-122.03635,solar
63.46.183.225,37.36883,-122.03635,solar
63.46.183.231,37.36883,-122.03635,solar
63.46.183.232,37.36883,-122.03635,solar
63.46.183.233,37.36883,-122.03635,solar
63.46.183.47,37.36883,-122.03635,solar
63.46.183.52,37.36883,-122.03635,solar
63.46.183.56,37.36883,-122.03635,solar
63.46.183.57,37.36883,-122.03635,solar
63.46.183.61,37.36883,-122.03635,solar
63.46.183.62,37.36883,-122.03635,solar
63.46.183.64,37.36883,-122.03635,solar
63.46.183.65,37.36883,-122.03635,solar
63.46.183.68,37.36883,-122.03635,solar
63.46.183.70,37.36883,-122.03635,solar
63.46.183.77,37.36883,-122.03635,solar
63.46.183.82,37.36883,-122.03635,solar
63.46.183.84,37.36883,-122.03635,solar
63.46.183.85,37.36883,-122.03635,solar
63.46.183.86,37.36883,-122.03635,solar
63.46.183.93,37.36883,-122.03635,solar
63.46.183.99,37.36883,-122.03635,solar
63.46.200.36,37.36883,-122.03635,solar
63.46.200.37,37.36883,-122.03635,solar
63.46.200.41,37.36883,-122.03635,solar
63.46.206.239,37.36883,-122.03635,solar
63.46.208.46,37.36883,-122.03635,solar
63.46.208.47,37.36883,-122.03635,solar
63.46.208.49,37.36883,-122.03635,solar
63.46.208.51,37.36883,-122.03635,solar
63.46.208.54,37.36883,-122.03635,solar
63.46.208.55,37.36883,-122.03635,solar
63.46.208.56,37.36883,-122.03635,solar
63.46.208.62,37.36883,-122.03635,solar
63.46.208.66,37.36883,-122.03635,solar
63.46.208.70,37.36883,-122.03635,solar
63.46.208.72,37.36883,-122.03635,solar
63.46.208.76,37.36883,-122.03635,solar
63.46.208.77,37.36883,-122.03635,solar
63.46.208.78,37.36883,-122.03635,solar
63.46.211.101,37.36883,-122.03635,solar
63.46.211.102,37.36883,-122.03635,solar
63.46.211.103,37.36883,-122.03635,solar
63.46.211.105,37.36883,-122.03635,solar
63.46.211.106,37.36883,-122.03635,solar
63.46.211.107,37.36883,-122.03635,solar
63.46.211.108,37.36883,-122.03635,solar
63.46.211.109,37.36883,-122.03635,solar
63.46.211.110,37.36883,-122.03635,solar
63.46.211.111,37.36883,-122.03635,solar
63.46.211.112,37.36883,-122.03635,solar
63.46.211.113,37.36883,-122.03635,solar
63.46.211.114,37.36883,-122.03635,solar
63.46.211.115,37.36883,-122.03635,solar
63.46.211.116,37.36883,-122.03635,solar
63.46.211.121,37.36883,-122.03635,solar
63.46.211.124,37.36883,-122.03635,solar
63.46.211.128,37.36883,-122.03635,solar
63.46.211.129,37.36883,-122.03635,solar
63.46.223.224,37.36883,-122.03635,solar
63.46.223.225,37.36883,-122.03635,solar
63.46.223.226,37.36883,-122.03635,solar
63.46.223.230,37.36883,-122.03635,solar
63.46.242.76,37.36883,-122.03635,solar
63.46.244.4,37.36883,-122.03635,solar
64.112.42.149,34.05223,-118.24368,solar
64.118.103.181,37.328,-119.64932,solar
64.18.244.243,36.09356,-119.199,solar
64.183.67.103,34.39166,-118.54259,solar
64.193.92.198,35.76884,-119.24705,solar
64.203.114.2,35.96856,-119.29178,solar
64.203.119.246,36.20773,-119.34734,solar
64.203.124.42,37.123,-120.26018,solar
64.227.48.223,37.35411,-121.95524,solar
64.227.49.250,37.35411,-121.95524,solar
64.23.167.246,37.35411,-121.95524,solar
64.23.212.242,37.35411,-121.95524,solar
64.62.172.122,37.80437,-122.2708,solar
64.62.178.221,37.80437,-122.2708,solar
64.71.171.100,37.33939,-121.89496,solar
64.71.171.192,37.33939,-121.89496,solar
64.71.4.100,37.33939,-121.89496,solar
64.71.4.101,37.33939,-121.89496,solar
64.71.4.98,37.33939,-121.89496,solar
64.71.4.99,37.33939,-121.89496,solar
65.111.231.54,37.1305,-121.65439,solar
65.49.192.132,34.05223,-118.24368,solar
65.49.198.173,34.05223,-118.24368,solar
65.49.206.175,34.05223,-118.24368,solar
65.49.206.25,34.05223,-118.24368,solar
65.78.187.9,38.58157,-121.4944,solar
66.103.197.66,34.05223,-118.24368,solar
66.103.221.4,34.05223,-118.24368,solar
66.112.211.152,34.05223,-118.24368,solar
66.119.120.241,37.1305,-121.65439,solar
66.181.3.2,32.71571,-117.16472,solar
66.215.85.214,33.95335,-117.39616,solar
66.27.186.192,34.11417,-116.43224,solar
66.29.141.151,34.05223,-118.24368,solar
66.42.110.128,34.05223,-118.24368,solar
66.42.98.207,34.05223,-118.24368,solar
66.60.189.139,38.5822,-121.4943,solar
66.74.204.124,33.7207,-116.21677,solar
66.74.77.53,33.72255,-116.37697,solar
66.75.22.31,34.89859,-117.02282,solar
66.85.111.153,33.83529,-117.9145,solar
67.204.35.234,36.20773,-119.34734,solar
67.204.56.214,37.13494,-120.49213,solar
67.21.74.170,34.05223,-118.24368,solar
67.21.74.171,34.05223,-118.24368,solar
67.21.74.172,34.05223,-118.24368,solar
67.21.74.173,34.05223,-118.24368,solar
67.21.74.174,34.05223,-118.24368,solar
67.21.86.154,34.05223,-118.24368,solar
67.21.86.155,34.05223,-118.24368,solar
67.21.86.156,34.05223,-118.24368,solar
67.21.86.157,34.05223,-118.24368,solar
67.21.86.158,34.05223,-118.24368,solar
67.220.72.109,34.05223,-118.24368,solar
67.230.174.111,34.05223,-118.24368,solar
67.230.191.141,34.05223,-118.24368,solar
67.53.114.182,34.16028,-118.65231,solar
67.58.231.39,38.58157,-121.4944,solar
68.119.148.59,34.14778,-118.14452,solar
68.183.248.51,37.35411,-121.95524,solar
68.183.250.192,37.35411,-121.95524,solar
68.21.135.96,33.87529,-117.56644,solar
68.7.92.150,32.71571,-117.16472,solar
68.78.73.41,38.64463,-121.27217,solar
69.10.160.11,40.58654,-122.39168,solar
69.194.15.136,34.05223,-118.24368,solar
69.36.206.62,41.31024,-122.31225,solar
69.46.67.10,37.35411,-121.95524,solar
69.46.67.12,37.35411,-121.95524,solar
69.46.67.13,37.35411,-121.95524,solar
69.48.199.193,39.93406,-120.89801,solar
69.62.225.41,38.58157,-121.4944,solar
69.62.245.157,38.58157,-121.4944,solar
69.62.250.104,38.58157,-121.4944,solar
69.80.244.136,37.6391,-120.99688,solar
69.80.244.151,37.05828,-120.84992,solar
69.80.245.163,37.6391,-120.99688,solar
69.80.245.164,37.6391,-120.99688,solar
69.80.245.165,37.6391,-120.99688,solar
69.80.245.167,37.6391,-120.99688,solar
69.80.246.90,37.43216,-120.77854,solar
70.167.182.93,32.71571,-117.16472,solar
70.167.186.156,32.71571,-117.16472,solar
70.95.210.84,32.71571,-117.16472,solar
71.128.12.228,32.71571,-117.16472,solar
71.19.144.51,37.33939,-121.89496,solar
71.198.107.28,38.10742,-122.5697,solar
72.132.131.205,34.03363,-117.04309,solar
72.132.202.134,33.8303,-116.54529,solar
72.132.38.60,33.72255,-116.37697,solar
72.134.67.162,33.15809,-117.35059,solar
72.214.18.138,32.71571,-117.16472,solar
72.249.203.145,34.05223,-118.24368,solar
72.251.174.105,38.58157,-121.4944,solar
72.4.190.126,37.95326,-120.4227,solar
72.52.116.228,37.33939,-121.89496,solar
73.158.156.201,37.36883,-122.03635,solar
73.170.91.136,38.44047,-122.71443,solar
73.185.84.45,39.72849,-121.83748,solar
73.241.146.194,37.70577,-122.46192,solar
73.71.250.234,36.97523,-121.95329,solar
73.90.66.232,36.33023,-119.29206,solar
74.123.248.13,36.67774,-121.6555,solar
74.123.249.14,36.67774,-121.6555,solar
74.123.250.71,36.77579,-121.66967,solar
74.123.252.107,36.50605,-121.76594,solar
74.211.96.203,34.05223,-118.24368,solar
74.48.211.225,34.05223,-118.24368,solar
74.48.25.49,34.05223,-118.24368,solar
74.48.33.181,34.05223,-118.24368,solar
74.48.78.96,34.05223,-118.24368,solar
74.62.244.105,33.74761,-116.97307,solar
74.62.244.106,33.74761,-116.97307,solar
75.101.38.241,38.40214,-122.82388,solar
75.109.249.101,40.78874,-124.13034,solar
75.142.119.31,33.76696,-118.18923,solar
75.149.36.20,36.60024,-121.89468,solar
75.51.44.34,37.35411,-121.95524,solar
75.8.213.65,37.35411,-121.95524,solar
75.80.148.49,34.05529,-117.75228,solar
75.80.34.94,32.71571,-117.16472,solar
76.132.128.218,37.80437,-122.2708,solar
76.170.243.162,33.87529,-117.56644,solar
76.175.86.129,34.10834,-117.28977,solar
76.191.162.161,37.93576,-122.34775,solar
76.191.179.159,37.72493,-122.15608,solar
76.198.31.38,37.38605,-122.08385,solar
76.247.186.34,37.33939,-121.89496,solar
76.248.43.188,33.66946,-117.82311,solar
76.248.43.189,33.66946,-117.82311,solar
76.72.146.88,36.85245,-121.4016,solar
76.72.151.155,36.84551,-121.538,solar
76.80.113.83,32.71571,-117.16472,solar
76.86.188.234,34.06334,-117.65089,solar
76.90.179.7,33.83141,-118.28202,solar
76.94.169.23,34.09223,-117.43505,solar
8.25.38.254,33.28892,-117.22559,solar
80.251.212.78,34.05223,-118.24368,solar
82.29.67.118,33.91918,-118.41647,solar
89.117.134.90,34.05223,-118.24368,solar
89.208.252.120,34.05223,-118.24368,solar
96.45.188.213,34.05223,-118.24368,solar
96.86.143.41,36.74773,-119.77237,solar
97.64.25.120,34.05223,-118.24368,solar
97.78.235.209,35.13219,-118.44897,solar
97.93.164.100,34.13639,-118.77453,solar
97.93.171.158,34.13362,-117.90756,solar
98.148.56.100,32.71571,-117.16472,solar
98.149.217.237,34.01949,-118.49138,solar
98.154.14.185,34.28556,-118.88204,solar
98.176.179.76,32.71571,-117.16472,solar
98.35.49.69,36.67774,-121.6555,solar
98.42.212.233,37.36883,-122.03635,solar
98.42.220.54,37.82159,-121.99996,solar
99.100.26.76,37.42827,-121.90662,solar
99.130.252.157,37.33939,-121.89496,solar
99.49.198.98,39.72849,-121.83748,solar
99.7.12.126,33.66946,-117.82311,solar
